duration_s,active,3V7_WL_SW_A current(0),3V3_SYS_A current(1),1V8_SYS_A current(2),DDR_VDD2_A current(3),DDR_VDDQ_A current(4),1V1_SYS_A current(5),0V8_SW_A current(6),VDD_CORE_A current(7),3V3_DAC_A current(17),3V3_ADC_A current(18),0V8_AON_A current(16),HDMI_A current(22),3V7_WL_SW_V volt(8),3V3_SYS_V volt(9),1V8_SYS_V volt(10),DDR_VDD2_V volt(11),DDR_VDDQ_V volt(12),1V1_SYS_V volt(13),0V8_SW_V volt(14),VDD_CORE_V volt(15),3V3_DAC_V volt(20),3V3_ADC_V volt(21),0V8_AON_V volt(19),HDMI_V volt(23),EXT5V_V volt(24),BATT_V volt(25)
0.000001,0,0.000000,0.218608,0.147365,0.000000,0.000000,0.180547,0.282044,0.678680,0.000122,0.000488,0.003541,0.015263,3.711840,3.357359,1.796824,1.103296,0.614285,1.104394,0.800732,0.749987,3.304026,3.299447,0.797948,4.927180,4.935220,0.004274
0.040058,0,0.000000,0.221536,0.146390,0.000000,0.000000,0.180547,0.282044,0.678680,0.000244,0.000672,0.003419,0.015629,3.726687,3.293330,1.797800,1.109156,0.614285,1.104761,0.800365,0.749987,3.304026,3.299447,0.797948,4.925840,4.933880,0.003419
0.080055,0,0.000000,0.219584,0.146390,0.000000,0.000000,0.179571,0.282044,0.687610,0.000488,0.000549,0.003297,0.015873,3.711840,3.298898,1.796824,1.103296,0.616117,1.102929,0.799633,0.749987,3.304942,3.300363,0.797655,4.927180,4.935220,0.004274
0.120055,0,0.000000,0.219584,0.146390,0.000000,0.000000,0.181523,0.283020,0.687610,0.000122,0.000549,0.003419,0.015629,3.711840,3.295186,1.796824,1.101464,0.616483,1.105127,0.801831,0.749987,3.306773,3.299447,0.797948,4.925840,4.936560,0.004274
0.160055,0,0.000000,0.220560,0.147365,0.000000,0.000000,0.179571,0.281068,0.678680,0.000061,0.000549,0.003297,0.015385,3.715552,3.295186,1.798289,1.104761,0.616117,1.100732,0.800365,0.749987,3.305857,3.299447,0.797655,4.924500,4.929860,0.004274
0.200056,0,0.000000,0.226416,0.145414,0.000000,0.000000,0.180547,0.282044,0.678680,0.000244,0.000549,0.003419,0.015629,3.711840,3.292402,1.798289,1.102929,0.615384,1.101464,0.799633,0.749987,3.305857,3.299447,0.797948,4.925840,4.936560,0.004274
0.240055,0,0.000000,0.221536,0.145414,0.000000,0.000000,0.182499,0.279116,0.678680,0.000061,0.000549,0.003297,0.015263,3.726687,3.301682,1.796824,1.102197,0.615384,1.104761,0.800732,0.749987,3.304026,3.299447,0.797948,4.925840,4.935220,0.004274
0.280055,0,0.000000,0.222512,0.183475,0.000000,0.000000,0.178595,0.281068,0.678680,0.000244,0.000549,0.003419,0.015140,3.713696,3.298898,1.797312,1.107325,0.614285,1.102197,0.801098,0.749718,3.305857,3.300363,0.797362,4.919140,4.936560,0.004274
0.320055,0,0.000000,0.233247,0.147365,0.000000,0.000000,0.182499,0.282044,0.687610,0.000061,0.000549,0.003236,0.015629,3.711840,3.293330,1.796824,1.103296,0.615384,1.104394,0.801831,0.749718,3.306773,3.299447,0.797655,4.924500,4.929860,0.004274
0.360055,0,0.000000,0.219584,0.145414,0.000000,0.000000,0.191282,0.280092,0.678680,0.000122,0.000549,0.003419,0.015507,3.711840,3.307249,1.796824,1.104761,0.617582,1.104028,0.801464,0.749987,3.304942,3.299447,0.797948,4.925840,4.937900,0.004274
0.400055,0,0.000000,0.219584,0.145414,0.000000,0.000000,0.181523,0.280092,0.678680,0.000061,0.000672,0.003358,0.015629,3.719264,3.293330,1.797800,1.105494,0.615750,1.101098,0.801831,0.749987,3.303110,3.299447,0.797655,4.924500,4.935220,0.004274
0.440055,0,0.000000,0.221536,0.147365,0.000000,0.000000,0.180547,0.285948,0.678680,0.000061,0.000549,0.003419,0.015873,3.726687,3.301682,1.798289,1.107325,0.616117,1.101098,0.801098,0.749987,3.304026,3.299447,0.797948,4.925840,4.935220,0.004274
0.482843,1,0.000000,0.221536,0.155173,0.040013,0.001961,0.180547,0.286923,0.687610,0.000122,0.000549,0.003419,0.015629,3.710912,3.327664,1.798289,1.109156,0.604029,1.105127,0.801464,0.750256,3.303110,3.299447,0.797655,4.913780,4.920480,0.004274
0.520056,1,0.000000,0.217632,0.148341,0.000000,0.000000,0.179571,0.281068,1.276990,0.000122,0.000549,0.003358,0.015385,3.711840,3.297970,1.796824,1.110622,0.607325,1.101464,0.800732,0.749987,3.305857,3.299447,0.797948,4.909760,4.925840,0.004274
0.560055,1,0.000000,0.219584,0.153221,0.000000,0.000000,0.179571,0.283020,1.732420,0.000122,0.000549,0.003358,0.015507,3.704416,3.301682,1.797312,1.107691,0.612087,1.104028,0.799633,0.879731,3.305857,3.299447,0.797655,4.912440,4.920480,0.004274
0.600054,1,0.000000,0.234223,0.155173,0.000000,0.000000,0.180547,0.283996,1.009090,0.000061,0.000549,0.003358,0.015263,3.711840,3.327664,1.796824,1.106226,0.600366,1.102929,0.802930,0.879193,3.304942,3.299447,0.797655,4.900380,4.896360,0.004274
0.640055,1,0.000000,0.219584,0.153221,0.000000,0.000000,0.197138,0.283020,2.018180,0.000244,0.000549,0.003419,0.016117,3.696064,3.301682,1.797800,1.107691,0.613552,1.102929,0.801098,0.879462,3.305857,3.300363,0.797655,4.911100,4.920480,0.004274
0.680054,1,0.000000,0.221536,0.154197,0.000000,0.000000,0.179571,0.283020,2.714720,0.000244,0.000549,0.003297,0.015140,3.704416,3.311889,1.796824,1.101464,0.600732,1.101098,0.800732,0.879193,3.304942,3.299447,0.797948,4.882960,4.900380,0.004274
0.720055,1,0.001952,0.220560,0.156149,0.000000,0.000000,0.180547,0.282044,1.009090,0.000244,0.000549,0.003358,0.016117,3.711840,3.301682,1.797800,1.104761,0.615018,1.104394,0.800365,0.879462,3.304942,3.300363,0.797362,4.896360,4.909760,0.004274
